measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
5,Prevalence,37,Kyrgyz Republic,3,Both,22,All ages,543,Alzheimer's disease and other dementias,2,Percent,2004,0.0036512376541897,0.0041829862559581,0.0031304369523176
5,Prevalence,37,Kyrgyz Republic,3,Both,22,All ages,543,Alzheimer's disease and other dementias,3,Rate,2004,349.17572033114,398.98622852525995,299.79785659834
5,Prevalence,37,Kyrgyz Republic,3,Both,22,All ages,543,Alzheimer's disease and other dementias,1,Number,2005,18403.13360568967,21076.822876794635,15821.605981614704
5,Prevalence,37,Kyrgyz Republic,3,Both,22,All ages,543,Alzheimer's disease and other dementias,2,Percent,2005,0.0036562096284637,0.00419973623671,0.0031418502643467
5,Prevalence,37,Kyrgyz Republic,3,Both,22,All ages,543,Alzheimer's disease and other dementias,3,Rate,2005,349.52919620921,400.3103556501,300.49845531648
5,Prevalence,37,Kyrgyz Republic,3,Both,22,All ages,543,Alzheimer's disease and other dementias,1,Number,2006,18646.467527685705,21305.321522929,16095.763543270708
5,Prevalence,37,Kyrgyz Republic,3,Both,22,All ages,543,Alzheimer's disease and other dementias,2,Percent,2006,0.0036623622243554,0.004184762710403,0.0031597699197096
5,Prevalence,37,Kyrgyz Republic,3,Both,22,All ages,543,Alzheimer's disease and other dementias,3,Rate,2006,349.99025923377,399.89638744161,302.11408389876004
5,Prevalence,37,Kyrgyz Republic,3,Both,22,All ages,543,Alzheimer's disease and other dementias,1,Number,2007,18786.233589959316,21493.69269767172,16267.104912870303
5,Prevalence,37,Kyrgyz Republic,3,Both,22,All ages,543,Alzheimer's disease and other dementias,2,Percent,2007,0.0036443964256639,0.0041611110629706,0.0031541726456191
5,Prevalence,37,Kyrgyz Republic,3,Both,22,All ages,543,Alzheimer's disease and other dementias,3,Rate,2007,348.09701811617003,398.26452175937,301.4191581531
5,Prevalence,37,Kyrgyz Republic,3,Both,22,All ages,543,Alzheimer's disease and other dementias,1,Number,2008,19095.50859479743,21874.82146734141,16553.993251746117
5,Prevalence,37,Kyrgyz Republic,3,Both,22,All ages,543,Alzheimer's disease and other dementias,2,Percent,2008,0.0036544775824214,0.0041878433193346,0.0031698886835382
5,Prevalence,37,Kyrgyz Republic,3,Both,22,All ages,543,Alzheimer's disease and other dementias,3,Rate,2008,348.84846016643,399.62265196627004,302.41849945021
5,Prevalence,37,Kyrgyz Republic,3,Both,22,All ages,543,Alzheimer's disease and other dementias,1,Number,2009,19374.735801004936,22193.060980689268,16768.31425276171
5,Prevalence,37,Kyrgyz Republic,3,Both,22,All ages,543,Alzheimer's disease and other dementias,2,Percent,2009,0.0036534155129771,0.0041805578771301,0.0031630769363607
5,Prevalence,37,Kyrgyz Republic,3,Both,22,All ages,543,Alzheimer's disease and other dementias,3,Rate,2009,348.49222296147,399.18527070076,301.61067326442
5,Prevalence,37,Kyrgyz Republic,3,Both,22,All ages,543,Alzheimer's disease and other dementias,1,Number,2010,19600.47962906633,22414.40478376664,16911.68509701029
5,Prevalence,37,Kyrgyz Republic,3,Both,22,All ages,543,Alzheimer's disease and other dementias,2,Percent,2010,0.0036372091897029,0.0041660366765918,0.00313708127883
5,Prevalence,37,Kyrgyz Republic,3,Both,22,All ages,543,Alzheimer's disease and other dementias,3,Rate,2010,346.70821184541,396.48306313049,299.14676631597
5,Prevalence,37,Kyrgyz Republic,3,Both,22,All ages,543,Alzheimer's disease and other dementias,1,Number,2011,19875.59150866842,22700.967130499084,17198.634976656787
5,Prevalence,37,Kyrgyz Republic,3,Both,22,All ages,543,Alzheimer's disease and other dementias,2,Percent,2011,0.003626968996212,0.0041510477565781,0.003138841454733
5,Prevalence,37,Kyrgyz Republic,3,Both,22,All ages,543,Alzheimer's disease and other dementias,3,Rate,2011,345.43092572669997,394.53497961858005,298.9063444291
5,Prevalence,37,Kyrgyz Republic,3,Both,22,All ages,543,Alzheimer's disease and other dementias,1,Number,2012,20056.93474108065,22865.558742100173,17315.56794085506
5,Prevalence,37,Kyrgyz Republic,3,Both,22,All ages,543,Alzheimer's disease and other dementias,2,Percent,2012,0.0035974379080408,0.0040968560394972,0.0031129212422379
5,Prevalence,37,Kyrgyz Republic,3,Both,22,All ages,543,Alzheimer's disease and other dementias,3,Rate,2012,342.28570011656,390.2168443798,295.50234729596997
5,Prevalence,37,Kyrgyz Republic,3,Both,22,All ages,543,Alzheimer's disease and other dementias,1,Number,2013,20391.61426503921,23263.71269215244,17593.06639482448
5,Prevalence,37,Kyrgyz Republic,3,Both,22,All ages,543,Alzheimer's disease and other dementias,2,Percent,2013,0.0035937825082164,0.0040996593500105,0.0031016384139662
5,Prevalence,37,Kyrgyz Republic,3,Both,22,All ages,543,Alzheimer's disease and other dementias,3,Rate,2013,341.60028890296,389.71367706869,294.71901954641
5,Prevalence,37,Kyrgyz Republic,3,Both,22,All ages,543,Alzheimer's disease and other dementias,1,Number,2014,20671.36486501595,23563.474903744253,17762.775366811642
5,Prevalence,37,Kyrgyz Republic,3,Both,22,All ages,543,Alzheimer's disease and other dementias,2,Percent,2014,0.0035790608632118,0.0040771355297054,0.0030859443864481
5,Prevalence,37,Kyrgyz Republic,3,Both,22,All ages,543,Alzheimer's disease and other dementias,3,Rate,2014,339.8820382146,387.43459515135,292.05852324911
5,Prevalence,37,Kyrgyz Republic,3,Both,22,All ages,543,Alzheimer's disease and other dementias,1,Number,2015,20939.28421528276,23894.017046654862,18009.088363117087
5,Prevalence,37,Kyrgyz Republic,3,Both,22,All ages,543,Alzheimer's disease and other dementias,2,Percent,2015,0.0035616855560802,0.0040578080033531,0.0030761021023765
5,Prevalence,37,Kyrgyz Republic,3,Both,22,All ages,543,Alzheimer's disease and other dementias,3,Rate,2015,337.95252862114995,385.64085557138003,290.66021970489
5,Prevalence,37,Kyrgyz Republic,3,Both,22,All ages,543,Alzheimer's disease and other dementias,1,Number,2016,21340.2227618538,24301.723850038456,18428.735081307223
5,Prevalence,37,Kyrgyz Republic,3,Both,22,All ages,543,Alzheimer's disease and other dementias,2,Percent,2016,0.0035668778375541,0.0040637942939823,0.0030891628518858
5,Prevalence,37,Kyrgyz Republic,3,Both,22,All ages,543,Alzheimer's disease and other dementias,3,Rate,2016,338.14591938143,385.07230433011,292.01202052326
5,Prevalence,37,Kyrgyz Republic,3,Both,22,All ages,543,Alzheimer's disease and other dementias,1,Number,2017,21795.981915852437,24721.982207750072,18889.087112181303
5,Prevalence,37,Kyrgyz Republic,3,Both,22,All ages,543,Alzheimer's disease and other dementias,2,Percent,2017,0.003580986848628,0.0040703853021082,0.0031094041403806
5,Prevalence,37,Kyrgyz Republic,3,Both,22,All ages,543,Alzheimer's disease and other dementias,3,Rate,2017,339.1624368428,384.69327794159,293.92889200573
5,Prevalence,37,Kyrgyz Republic,3,Both,22,All ages,543,Alzheimer's disease and other dementias,1,Number,2018,22371.480962887847,25331.84924416442,19472.530845613823
5,Prevalence,37,Kyrgyz Republic,3,Both,22,All ages,543,Alzheimer's disease and other dementias,2,Percent,2018,0.0036140642282052,0.0040946008068217,0.0031456024390825
5,Prevalence,37,Kyrgyz Republic,3,Both,22,All ages,543,Alzheimer's disease and other dementias,3,Rate,2018,342.01234575161,387.27007821231,297.69356634355
5,Prevalence,37,Kyrgyz Republic,3,Both,22,All ages,543,Alzheimer's disease and other dementias,1,Number,2019,22889.592998908483,25973.56760945059,19899.91418048716
5,Prevalence,37,Kyrgyz Republic,3,Both,22,All ages,543,Alzheimer's disease and other dementias,2,Percent,2019,0.0036365787067982,0.0041192651820592,0.0031579774014337
5,Prevalence,37,Kyrgyz Republic,3,Both,22,All ages,543,Alzheimer's disease and other dementias,3,Rate,2019,343.97697230898,390.3218876276,299.04910189267997
5,Prevalence,37,Kyrgyz Republic,3,Both,22,All ages,543,Alzheimer's disease and other dementias,1,Number,2020,23338.594250937123,26431.9001271031,20173.26803753932
5,Prevalence,37,Kyrgyz Republic,3,Both,22,All ages,543,Alzheimer's disease and other dementias,2,Percent,2020,0.0036447539694704,0.004140781800645,0.0031493498916583
5,Prevalence,37,Kyrgyz Republic,3,Both,22,All ages,543,Alzheimer's disease and other dementias,3,Rate,2020,345.16025897255,390.90792679774995,298.34746451707
5,Prevalence,20,Socialist Republic of Viet Nam,3,Both,22,All ages,543,Alzheimer's disease and other dementias,1,Number,2000,298817.674617404,343841.6836349955,257973.86258764556
5,Prevalence,20,Socialist Republic of Viet Nam,3,Both,22,All ages,543,Alzheimer's disease and other dementias,2,Percent,2000,0.0037918544263732,0.0043620904155926,0.003271732638534
5,Prevalence,20,Socialist Republic of Viet Nam,3,Both,22,All ages,543,Alzheimer's disease and other dementias,3,Rate,2000,372.57479444408,428.71207255608,321.64951068774
5,Prevalence,20,Socialist Republic of Viet Nam,3,Both,22,All ages,543,Alzheimer's disease and other dementias,1,Number,2001,307455.37596785324,353167.5700790723,265742.98060946784
5,Prevalence,20,Socialist Republic of Viet Nam,3,Both,22,All ages,543,Alzheimer's disease and other dementias,2,Percent,2001,0.003857819208006,0.0044305210492308,0.0033310543173967
5,Prevalence,20,Socialist Republic of Viet Nam,3,Both,22,All ages,543,Alzheimer's disease and other dementias,3,Rate,2001,378.73922603222996,435.04984009588003,327.35576824018
5,Prevalence,20,Socialist Republic of Viet Nam,3,Both,22,All ages,543,Alzheimer's disease and other dementias,1,Number,2002,316165.99035270273,362981.8075553037,272519.38723149075
5,Prevalence,20,Socialist Republic of Viet Nam,3,Both,22,All ages,543,Alzheimer's disease and other dementias,2,Percent,2002,0.0039263277909484,0.0045044351724125,0.0033821999790874
5,Prevalence,20,Socialist Republic of Viet Nam,3,Both,22,All ages,543,Alzheimer's disease and other dementias,3,Rate,2002,385.05135752975,442.06727485728,331.89515383865
5,Prevalence,20,Socialist Republic of Viet Nam,3,Both,22,All ages,543,Alzheimer's disease and other dementias,1,Number,2003,324976.66396267497,373338.2214882036,279512.51344958274
5,Prevalence,20,Socialist Republic of Viet Nam,3,Both,22,All ages,543,Alzheimer's disease and other dementias,2,Percent,2003,0.0039969397352228,0.0045892792817654,0.0034330258838903
5,Prevalence,20,Socialist Republic of Viet Nam,3,Both,22,All ages,543,Alzheimer's disease and other dementias,3,Rate,2003,391.51091347914,449.77379713736,336.73863881520003
5,Prevalence,20,Socialist Republic of Viet Nam,3,Both,22,All ages,543,Alzheimer's disease and other dementias,1,Number,2004,333970.85016239417,384014.7818750689,286308.6336833598
5,Prevalence,20,Socialist Republic of Viet Nam,3,Both,22,All ages,543,Alzheimer's disease and other dementias,2,Percent,2004,0.0040689909850691,0.0046749042733631,0.0034901268578231
5,Prevalence,20,Socialist Republic of Viet Nam,3,Both,22,All ages,543,Alzheimer's disease and other dementias,3,Rate,2004,398.10429277673,457.75831357691,341.28935526248
5,Prevalence,20,Socialist Republic of Viet Nam,3,Both,22,All ages,543,Alzheimer's disease and other dementias,1,Number,2005,342762.417253775,393897.3999616309,294131.907336204
5,Prevalence,20,Socialist Republic of Viet Nam,3,Both,22,All ages,543,Alzheimer's disease and other dementias,2,Percent,2005,0.0041367978422952,0.0047487712194888,0.0035487015294756
5,Prevalence,20,Socialist Republic of Viet Nam,3,Both,22,All ages,543,Alzheimer's disease and other dementias,3,Rate,2005,404.33339347816997,464.65383715274004,346.96730515645
5,Prevalence,20,Socialist Republic of Viet Nam,3,Both,22,All ages,543,Alzheimer's disease and other dementias,1,Number,2006,352579.2046866968,403716.0529864638,302826.3239271332
5,Prevalence,20,Socialist Republic of Viet Nam,3,Both,22,All ages,543,Alzheimer's disease and other dementias,2,Percent,2006,0.0042159739492633,0.0048344554772456,0.0036168335893195
5,Prevalence,20,Socialist Republic of Viet Nam,3,Both,22,All ages,543,Alzheimer's disease and other dementias,3,Rate,2006,411.65590298003997,471.36102790679,353.56663741165
5,Prevalence,20,Socialist Republic of Viet Nam,3,Both,22,All ages,543,Alzheimer's disease and other dementias,1,Number,2007,362321.4814323745,413708.38694029656,312043.5653951565
5,Prevalence,20,Socialist Republic of Viet Nam,3,Both,22,All ages,543,Alzheimer's disease and other dementias,2,Percent,2007,0.0042931107462951,0.0049013134474506,0.003693120368128
5,Prevalence,20,Socialist Republic of Viet Nam,3,Both,22,All ages,543,Alzheimer's disease and other dementias,3,Rate,2007,418.6819593969,478.062292576,360.58312319862
5,Prevalence,20,Socialist Republic of Viet Nam,3,Both,22,All ages,543,Alzheimer's disease and other dementias,1,Number,2008,372112.8958637012,424435.9812475783,320611.6628284773
5,Prevalence,20,Socialist Republic of Viet Nam,3,Both,22,All ages,543,Alzheimer's disease and other dementias,2,Percent,2008,0.0043683312755496,0.0049744417433171,0.003758880174691
5,Prevalence,20,Socialist Republic of Viet Nam,3,Both,22,All ages,543,Alzheimer's disease and other dementias,3,Rate,2008,425.47680379835,485.30343002243,366.58988999591
5,Prevalence,20,Socialist Republic of Viet Nam,3,Both,22,All ages,543,Alzheimer's disease and other dementias,1,Number,2009,382109.3007565218,436119.86534208304,328928.6154076222
5,Prevalence,20,Socialist Republic of Viet Nam,3,Both,22,All ages,543,Alzheimer's disease and other dementias,2,Percent,2009,0.0044438578766239,0.0050658781886292,0.0038249218817489
5,Prevalence,20,Socialist Republic of Viet Nam,3,Both,22,All ages,543,Alzheimer's disease and other dementias,3,Rate,2009,432.31017381294,493.41655493868996,372.14270005306
5,Prevalence,20,Socialist Republic of Viet Nam,3,Both,22,All ages,543,Alzheimer's disease and other dementias,1,Number,2010,391744.18910119234,448813.9644009287,337819.33723859
5,Prevalence,20,Socialist Republic of Viet Nam,3,Both,22,All ages,543,Alzheimer's disease and other dementias,2,Percent,2010,0.0045124151303525,0.0051605855444108,0.0038879181892505
5,Prevalence,20,Socialist Republic of Viet Nam,3,Both,22,All ages,543,Alzheimer's disease and other dementias,3,Rate,2010,438.53526272899995,502.4216191862,378.16946857786
5,Prevalence,20,Socialist Republic of Viet Nam,3,Both,22,All ages,543,Alzheimer's disease and other dementias,1,Number,2011,403087.7583165302,460219.1845072368,348364.2664593692
5,Prevalence,20,Socialist Republic of Viet Nam,3,Both,22,All ages,543,Alzheimer's disease and other dementias,2,Percent,2011,0.0045977811208539,0.0052516801641191,0.0039740141884445
5,Prevalence,20,Socialist Republic of Viet Nam,3,Both,22,All ages,543,Alzheimer's disease and other dementias,3,Rate,2011,446.36771672703003,509.63340449837,385.76850574223
5,Prevalence,20,Socialist Republic of Viet Nam,3,Both,22,All ages,543,Alzheimer's disease and other dementias,1,Number,2012,414498.4571360934,473063.8114852726,358268.9342418548
5,Prevalence,20,Socialist Republic of Viet Nam,3,Both,22,All ages,543,Alzheimer's disease and other dementias,2,Percent,2012,0.0046820675405816,0.0053474185396785,0.0040426020135483
5,Prevalence,20,Socialist Republic of Viet Nam,3,Both,22,All ages,543,Alzheimer's disease and other dementias,3,Rate,2012,453.96372661947,518.10521147526,392.38047264195006
5,Prevalence,20,Socialist Republic of Viet Nam,3,Both,22,All ages,543,Alzheimer's disease and other dementias,1,Number,2013,426024.3686834325,487506.1842039112,368354.8004280535
5,Prevalence,20,Socialist Republic of Viet Nam,3,Both,22,All ages,543,Alzheimer's disease and other dementias,2,Percent,2013,0.0047650979799381,0.0054468443868169,0.004123378940088
5,Prevalence,20,Socialist Republic of Viet Nam,3,Both,22,All ages,543,Alzheimer's disease and other dementias,3,Rate,2013,461.39084021671994,527.97657710474,398.93382482458003
5,Prevalence,20,Socialist Republic of Viet Nam,3,Both,22,All ages,543,Alzheimer's disease and other dementias,1,Number,2014,437736.52739674406,500871.874640741,377651.6033967659
5,Prevalence,20,Socialist Republic of Viet Nam,3,Both,22,All ages,543,Alzheimer's disease and other dementias,2,Percent,2014,0.0048472073372449,0.0055375671611262,0.0041795131133205
5,Prevalence,20,Socialist Republic of Viet Nam,3,Both,22,All ages,543,Alzheimer's disease and other dementias,3,Rate,2014,468.76643682929,536.3772710028901,404.42226181120003
5,Prevalence,20,Socialist Republic of Viet Nam,3,Both,22,All ages,543,Alzheimer's disease and other dementias,1,Number,2015,448643.27521243074,512728.9375619432,385385.549924655
5,Prevalence,20,Socialist Republic of Viet Nam,3,Both,22,All ages,543,Alzheimer's disease and other dementias,2,Percent,2015,0.0049172358611139,0.0056169877903632,0.0042151129710884
5,Prevalence,20,Socialist Republic of Viet Nam,3,Both,22,All ages,543,Alzheimer's disease and other dementias,3,Rate,2015,475.14006591399,543.0106158926401,408.14635081022
5,Prevalence,20,Socialist Republic of Viet Nam,3,Both,22,All ages,543,Alzheimer's disease and other dementias,1,Number,2016,461648.298038886,527170.1168066841,397732.2057004519
5,Prevalence,20,Socialist Republic of Viet Nam,3,Both,22,All ages,543,Alzheimer's disease and other dementias,2,Percent,2016,0.0050080251482709,0.0057168733064336,0.0043118048591329
5,Prevalence,20,Socialist Republic of Viet Nam,3,Both,22,All ages,543,Alzheimer's disease and other dementias,3,Rate,2016,483.64748091616,552.29164732317,416.68555951234
5,Prevalence,20,Socialist Republic of Viet Nam,3,Both,22,All ages,543,Alzheimer's disease and other dementias,1,Number,2017,474684.3506672382,540837.4434037465,408413.10332364
5,Prevalence,20,Socialist Republic of Viet Nam,3,Both,22,All ages,543,Alzheimer's disease and other dementias,2,Percent,2017,0.0050980566163623,0.0058241375124366,0.0043833390094479
5,Prevalence,20,Socialist Republic of Viet Nam,3,Both,22,All ages,543,Alzheimer's disease and other dementias,3,Rate,2017,492.07212057231004,560.6484125429901,423.37334597083
5,Prevalence,20,Socialist Republic of Viet Nam,3,Both,22,All ages,543,Alzheimer's disease and other dementias,1,Number,2018,488027.8710700735,556360.9171493948,420593.7959031088
5,Prevalence,20,Socialist Republic of Viet Nam,3,Both,22,All ages,543,Alzheimer's disease and other dementias,2,Percent,2018,0.0051899673827414,0.0059126834286033,0.004456789620863
5,Prevalence,20,Socialist Republic of Viet Nam,3,Both,22,All ages,543,Alzheimer's disease and other dementias,3,Rate,2018,500.69523887111995,570.8019537898,431.51082876818
5,Prevalence,20,Socialist Republic of Viet Nam,3,Both,22,All ages,543,Alzheimer's disease and other dementias,1,Number,2019,501981.7632500688,570838.1054365044,432369.6021745884
5,Prevalence,20,Socialist Republic of Viet Nam,3,Both,22,All ages,543,Alzheimer's disease and other dementias,2,Percent,2019,0.0052871387587697,0.0060258020478152,0.0045423472033829
5,Prevalence,20,Socialist Republic of Viet Nam,3,Both,22,All ages,543,Alzheimer's disease and other dementias,3,Rate,2019,509.88030511008,579.82008247465,439.17281625882
5,Prevalence,20,Socialist Republic of Viet Nam,3,Both,22,All ages,543,Alzheimer's disease and other dementias,1,Number,2020,514231.0180453971,593277.1609739447,440692.9598281996
5,Prevalence,20,Socialist Republic of Viet Nam,3,Both,22,All ages,543,Alzheimer's disease and other dementias,2,Percent,2020,0.0053671427990404,0.0061836553944005,0.0045955813864967
5,Prevalence,20,Socialist Republic of Viet Nam,3,Both,22,All ages,543,Alzheimer's disease and other dementias,3,Rate,2020,517.37045137032,596.89917914227,443.38343573415005
5,Prevalence,36,Republic of Kazakhstan,3,Both,22,All ages,543,Alzheimer's disease and other dementias,1,Number,2000,63787.80576831848,72629.76191557327,54448.44754482193
5,Prevalence,36,Republic of Kazakhstan,3,Both,22,All ages,543,Alzheimer's disease and other dementias,2,Percent,2000,0.0043905721225608,0.0050079841464413,0.0037343234727315
5,Prevalence,36,Republic of Kazakhstan,3,Both,22,All ages,543,Alzheimer's disease and other dementias,3,Rate,2000,426.07130091905003,485.13123742185,363.68896216159004
5,Prevalence,36,Republic of Kazakhstan,3,Both,22,All ages,543,Alzheimer's disease and other dementias,1,Number,2001,64251.98438759529,73243.98867181336,54897.29918556348
5,Prevalence,36,Republic of Kazakhstan,3,Both,22,All ages,543,Alzheimer's disease and other dementias,2,Percent,2001,0.0044311699383751,0.0050478011012039,0.0037732541952833
5,Prevalence,36,Republic of Kazakhstan,3,Both,22,All ages,543,Alzheimer's disease and other dementias,3,Rate,2001,429.96962763511004,490.14346927797,367.36875154858
5,Prevalence,36,Republic of Kazakhstan,3,Both,22,All ages,543,Alzheimer's disease and other dementias,1,Number,2002,64715.92511608586,73504.09465001221,55317.66147883528
5,Prevalence,36,Republic of Kazakhstan,3,Both,22,All ages,543,Alzheimer's disease and other dementias,2,Percent,2002,0.0044608178085696,0.00506350455187,0.003803477545049
5,Prevalence,36,Republic of Kazakhstan,3,Both,22,All ages,543,Alzheimer's disease and other dementias,3,Rate,2002,432.69472192604997,491.45297294233,369.85734358659
5,Prevalence,36,Republic of Kazakhstan,3,Both,22,All ages,543,Alzheimer's disease and other dementias,1,Number,2003,65501.30008582121,74340.3700123819,56269.947284417125
5,Prevalence,36,Republic of Kazakhstan,3,Both,22,All ages,543,Alzheimer's disease and other dementias,2,Percent,2003,0.0045017895557263,0.0051109916647299,0.0038619715001384
5,Prevalence,36,Republic of Kazakhstan,3,Both,22,All ages,543,Alzheimer's disease and other dementias,3,Rate,2003,436.41543442723,495.30749514784003,374.90971106148004
5,Prevalence,36,Republic of Kazakhstan,3,Both,22,All ages,543,Alzheimer's disease and other dementias,1,Number,2004,66437.03248869404,75688.7818572013,57207.232288801286
5,Prevalence,36,Republic of Kazakhstan,3,Both,22,All ages,543,Alzheimer's disease and other dementias,2,Percent,2004,0.004541964254911,0.0051760459319164,0.0039029166932485
5,Prevalence,36,Republic of Kazakhstan,3,Both,22,All ages,543,Alzheimer's disease and other dementias,3,Rate,2004,440.01688010348005,501.29183083705,378.88730017189
5,Prevalence,36,Republic of Kazakhstan,3,Both,22,All ages,543,Alzheimer's disease and other dementias,1,Number,2005,67304.97190031831,76733.13021298632,57825.87355234772
5,Prevalence,36,Republic of Kazakhstan,3,Both,22,All ages,543,Alzheimer's disease and other dementias,2,Percent,2005,0.0045667865768472,0.0052149218262663,0.0039256817179416
5,Prevalence,36,Republic of Kazakhstan,3,Both,22,All ages,543,Alzheimer's disease and other dementias,3,Rate,2005,442.14217068028006,504.07795735669004,379.87174694589004
5,Prevalence,36,Republic of Kazakhstan,3,Both,22,All ages,543,Alzheimer's disease and other dementias,1,Number,2006,68252.9642297131,78010.0901320586,58813.02182377521
5,Prevalence,36,Republic of Kazakhstan,3,Both,22,All ages,543,Alzheimer's disease and other dementias,2,Percent,2006,0.0045874517463571,0.0052412163665917,0.0039536056293804
5,Prevalence,36,Republic of Kazakhstan,3,Both,22,All ages,543,Alzheimer's disease and other dementias,3,Rate,2006,443.8928752947,507.34973347346,382.49886516666004
5,Prevalence,36,Republic of Kazakhstan,3,Both,22,All ages,543,Alzheimer's disease and other dementias,1,Number,2007,69105.91675249742,79130.4056458525,59595.36925527335
5,Prevalence,36,Republic of Kazakhstan,3,Both,22,All ages,543,Alzheimer's disease and other dementias,2,Percent,2007,0.0045934674208586,0.0052509369456514,0.0039609013271647
5,Prevalence,36,Republic of Kazakhstan,3,Both,22,All ages,543,Alzheimer's disease and other dementias,3,Rate,2007,444.20609650687,508.64253393584005,383.07322427372003
5,Prevalence,36,Republic of Kazakhstan,3,Both,22,All ages,543,Alzheimer's disease and other dementias,1,Number,2008,70265.29306475773,80446.78247088534,60411.74211370274
5,Prevalence,36,Republic of Kazakhstan,3,Both,22,All ages,543,Alzheimer's disease and other dementias,2,Percent,2008,0.0046127975479427,0.0052734122573352,0.0039782963467976
5,Prevalence,36,Republic of Kazakhstan,3,Both,22,All ages,543,Alzheimer's disease and other dementias,3,Rate,2008,445.76966498462997,510.36199675547,383.25780578961
5,Prevalence,36,Republic of Kazakhstan,3,Both,22,All ages,543,Alzheimer's disease and other dementias,1,Number,2009,71490.3315266238,81737.10535668116,61370.47729562582
5,Prevalence,36,Republic of Kazakhstan,3,Both,22,All ages,543,Alzheimer's disease and other dementias,2,Percent,2009,0.0046317478040649,0.005300316100096,0.0039793284178331
5,Prevalence,36,Republic of Kazakhstan,3,Both,22,All ages,543,Alzheimer's disease and other dementias,3,Rate,2009,447.26499382935,511.37188962915997,383.95214517517996
5,Prevalence,36,Republic of Kazakhstan,3,Both,22,All ages,543,Alzheimer's disease and other dementias,1,Number,2010,72643.95573487082,82953.23793918313,62117.52839953436
5,Prevalence,36,Republic of Kazakhstan,3,Both,22,All ages,543,Alzheimer's disease and other dementias,2,Percent,2010,0.0046463723608523,0.0053153527699643,0.0039769267426655
5,Prevalence,36,Republic of Kazakhstan,3,Both,22,All ages,543,Alzheimer's disease and other dementias,3,Rate,2010,448.29235648969,511.91186022315,383.33283070618
5,Prevalence,36,Republic of Kazakhstan,3,Both,22,All ages,543,Alzheimer's disease and other dementias,1,Number,2011,73923.34194850313,84436.62801135937,63290.68080026576
5,Prevalence,36,Republic of Kazakhstan,3,Both,22,All ages,543,Alzheimer's disease and other dementias,2,Percent,2011,0.0046658356175812,0.0053408981381458,0.003997733474743
5,Prevalence,36,Republic of Kazakhstan,3,Both,22,All ages,543,Alzheimer's disease and other dementias,3,Rate,2011,449.66358504706,513.61418274789,384.98684824804
5,Prevalence,36,Republic of Kazakhstan,3,Both,22,All ages,543,Alzheimer's disease and other dementias,1,Number,2012,75134.31613242789,85728.07037459596,64674.96753580596
5,Prevalence,36,Republic of Kazakhstan,3,Both,22,All ages,543,Alzheimer's disease and other dementias,2,Percent,2012,0.0046822747505384,0.0053540808105565,0.0040285033164937
5,Prevalence,36,Republic of Kazakhstan,3,Both,22,All ages,543,Alzheimer's disease and other dementias,3,Rate,2012,450.6162152227,514.15199603944,387.88652896326
5,Prevalence,36,Republic of Kazakhstan,3,Both,22,All ages,543,Alzheimer's disease and other dementias,1,Number,2013,76531.33515178,87219.66216962898,65991.32663423437
